OID_;OBJECTID;IDESTACION;FECHAACTUA;MODO;CODIGOESTA;DENOMINACI;SITUACION;CODIGOCTME;CODIGOEMPR;DENOMINA_1;MODOINTERC;CODIGOINTE;TIPO;CODIGOPROV;CODIGOMUNI;CODIGOENTI;CODIGONUCL;CODIGOVIA;TIPOVIA;PARTICULA;NOMBREVIA;TIPONUMERO;NUMEROPORT;CALIFICADO;CARRETERA;CODIGOPOST;DISTRITO;SECCIONCEN;BARRIO;TESELA;SECTORURBA;SECTOR;CORREDOR;CORONATARI;CORONA123;ZONATRANSP;ENCUESTADO;ENCUESTAAF;HOJA25000;ACONDICION;ACONDICI_1;FECHAALTA;FECHAINICI;FECHAFIN;X;Y;GRADOACCES;SITUACIONC;DENOMINA_2;INTERURBAN;INTERURB_1;LINEAS;POINT_Y;POINT_X
237;238;4_254;20240628;4;254;SAN FRANCISCO;I;254;1104; ;93;334;U;28;79;7901;790101;04863;Avda;de los;Poblados;N;102; ; ;28054;11;156;116;T07914496;0790101985;;4;A;2;079-11-307;307; ;559-3;2;3;20061213;20061101; ;437365;4469694;T; ; ; ; ;11;40,37359884;-3,73910293
238;239;4_257;20240628;4;257;AVIACION ESPAÑOLA;I;257;1018; ;93;150;U;28;79;7901;790101;02110;Paseo;de;Extremadura;N;463; ; ;28024;10;161;107;T07913223;0790101524;;5;A;2;079-10-240;240; ;559-3;2;3;20061221;20061222; ;433570;4470841;T; ; ; ; ;10;40,38363944;-3,78392295
239;240;4_258;20240628;4;258;PINAR DEL REY;I;258;803; ;93;298;U;28;79;7901;790101;11656;Avda;de la;Gran Vía de Hortaleza;N;47; ; ;28043;16;45;164;T0793052;0790101172;;1;A;2;079-16-449;449; ;559-2;2;3;20070117;20070115; ;445119;4480112;T; ; ; ; ;8;40,46800136;-3,64866836
240;241;4_26;20240628;4;26;VILLA DE VALLECAS;I;26;126; ;93;370;U;28;79;7901;790101;00962;Paseo;de;Federico García Lorca;N;2; ; ;28031;18;14;181;T07913926;0790101781;;3;A;2;079-18-500;500; ;559-4;2;3;19990430;19930701; ;447370;4470283;T; ; ; ; ;1;40,37959861;-3,62129648
241;242;4_260;20240628;4;260;LA ELIPA;I;260;251; ;93;244;U;28;79;7901;790101;03858;Avda;del;Marqués de Corbera;N;58; ; ;28017;15;15;151;T0798184;0790101458;;1;A;2;079-15-426;426; ;559-2;2;3;20070215;20070101; ;444928;4475520;T; ; ; ; ;2;40,42661724;-3,65051891
242;243;4_256;20240628;4;256;LA PESETA;I;256;1106; ;93;250;U;28;79;7901;790101;C0333;Calle;de;Salvador Allende;N;3; ; ;28054;11;155;116;T07915170;0790101983;;4;A;2;079-11-305;305; ;559-3;2;3;20061213;20061101; ;435845;4468666;T; ; ; ; ;11;40,36422401;-3,75690271
243;244;4_130;20240628;4;130;LUCERO;I;130;628; ;93;262;U;28;79;7901;790101;02777;Calle;de las;Higueras;N;47; ; ;28011;10;55;103;T07910384;0790101532;;5;A;2;079-10-262;262; ;559-3;2;3;19990405;19930701; ;436865;4473195;T; ; ; ; ;6;40,40509965;-3,74533696
244;245;4_179;20240628;4;179;VALDEBERNARDO;I;179;919; ;93;361;U;28;79;7901;790101;45424;Bulv;de;Indalecio Prieto;N;26; ; ;28032;19;35;191;T07911145;0790101900;;3;A;2;079-19-522;522; ;559-4;2;3;19990405;19930701; ;447364;4472553;T; ; ; ; ;9;40,40004713;-3,62155916
245;246;4_152;20240628;4;152;LACOMA;I;152;721; ;93;253;U;28;79;7901;790101;11977;Calle;de;Riscos de Polanco;N;3; ; ;28035;8;142;83;T0791283;0790101901;;7;A;2;079-08-172;172; ;559-1;2;3;19990430;19930701; ;438829;4482050;T; ; ; ; ;7;40,48501503;-3,72304554
246;247;4_151;20240628;4;151;AVENIDA DE LA ILUSTRACION;I;151;720; ;93;147;U;28;79;7901;790101;09633;Calle;de las;Islas Cíes;N;23; ; ;28035;8;26;83;T0791548;0790101073;;7;A;2;079-08-175;175; ;559-1;2;3;19990430;19930701; ;439218;4481501;T; ; ; ; ;7;40,48010261;-3,71839825
247;248;4_148;20240628;4;148;VALDEZARZA;I;148;717; ;93;365;U;28;79;7901;790101;08822;Calle;de;San Restituto;N;70; ; ;28039;9;60;94;T0793398;0790101112;;6;A;2;079-09-210;210; ;559-1;2;3;19990429;19930701; ;439410;4479804;T; ; ; ; ;7;40,46482353;-3,71597213
248;249;4_167;20240628;4;167;COLOMBIA;I;156;907; ;93;77;U;28;79;7901;790101;02511;Calle;del;Príncipe de Vergara;N;269; ; ;28016;5;59;54;T0794249;0790101336;;1;A;1;079-05-094;94; ;559-2;2;3;19990405;19930701; ;442713;4478964;T; ; ; ; ;8, 9;40,45748975;-3,67693906
249;250;4_156;20240628;4;156;COLOMBIA;I;156;802; ;93;77;U;28;79;7901;790101;02511;Calle;del;Príncipe de Vergara;N;258; ; ;28016;5;98;54;T0794392;0790101336;;1;A;1;079-05-094;94; ;559-2;2;3;20020730;20020101; ;442722;4478836;T; ; ; ; ;8, 9;40,45633907;-3,67682429
250;251;4_132;20240628;4;132;LAS MUSAS;I;132;701; ;93;255;U;28;79;7901;790101;45474;Avda;de;Niza;N;61; ; ;28022;20;66;205;T0797274;0790101493;;2;A;2;079-20-566;566; ;559-2;2;3;19990405;19930701; ;448550;4476201;N; ; ; ; ;7;40,43298813;-3,60787951
251;252;4_117;20240628;4;117;DIEGO DE LEON;I;63;615; ;92;66;U;28;79;7901;790101;02340;Calle;de;Francisco Silvela;N;47; ; ;28028;4;103;45;T0797186;0790101384;1;1;A;1;079-04-072;72; ;559-2;2;3;19990405;19930701; ;443032;4476237;N; ; ; ; ;4, 5, 6;40,43294768;-3,67293857
252;253;4_82;20240628;4;82;DIEGO DE LEON;I;63;509; ;92;66;U;28;79;7901;790101;03219;Calle;de;Juan Bravo;N;58; ; ;28006;4;102;45;T0797320;0790101387;1;1;A;1;079-04-072;72; ;559-2;2;3;19990405;19930701; ;442919;4476172;N; ; ; ; ;4, 5, 6;40,4323532;-3,67426171
253;254;4_171;20240628;4;171;NUÑEZ DE BALBOA;I;83;911; ;93;283;U;28;79;7901;790101;03880;Plaza;del;Marqués de Salamanca;N;9; ; ;28006;4;111;45;T0797562;0790101A01;;1;A;1;079-04-072;72; ;559-2;2;3;19990405;19930701; ;442484;4475928;N; ; ; ; ;5, 9;40,43012982;-3,67936372
254;255;4_53;20240628;4;53;MONCLOA;I;53;311; ;90;14;U;28;79;7901;790101;03934;Plaza;de la;Moncloa;N;1; ; ;28008;9;10;91;T0796694;0790101308;5;6;A;2;079-09-226;226; ;559-1;2;3;19990405;19930701; ;439089;4476498;T; ; ; ; ;3, 6;40,43502352;-3,71945062
255;256;4_283;20240628;4;283;REYES CATOLICOS;I;283;1060; ;93;315;U;28;134;13405;1340501;00285;Avda;de la;Plaza de Toros;N;7; ; ;28701;1;4;;T134449;1340501001;;1;B1;3;134-012;629; ;534-4;2;3;20070424;20070101; ;447326;4489241;T; ; ; ; ;10;40,55037483;-3,62339941
256;257;4_281;20240628;4;281;MANUEL DE FALLA;I;281;1058; ;93;265;U;28;6;601;60101;A0192;Calle; ;Manuel de Falla;N;59; ; ;28100;1;54;;T00625;0060101034;;1;B1;3;006-003;588; ;534-4;2;3;20070424;20070101; ;445338;4489267;T; ; ; ; ;10;40,55047998;-3,64687945
257;258;4_279;20240628;4;279;LA MORALEJA;I;279;1056; ;93;249;U;28;6;601;60101;A0104;Avda;de la;Ermita;N;5; ; ;28109;1;37;;T006447;0060101039;;1;B1;3;006-013;598; ;534-4;2;3;20070424;20070101; ;446281;4487203;T; ; ; ; ;10;40,53195565;-3,63555952
258;259;4_278;20240628;4;278;LA GRANJA;I;278;1055; ;93;247;U;28;6;601;60101;A0299;Calle;de;Sepúlveda;N;1; ; ;28108;1;60;;T006468;0060101031;;1;B1;3;006-008;593; ;534-4;2;3;20070424;20070101; ;444327;4486734;T; ; ; ; ;10;40,52759962;-3,65859209
259;260;4_284;20240628;4;284;HOSPITAL INFANTA SOFIA;I;284;1061; ;93;233;U;28;134;13405;1340501;10111;Paseo; ;Europa;N;11; ; ;28702;1;33;;T134276;1340501011;;1;B1;3;134-004;621; ;534-4;2;3;20070424;20070101; ;448344;4490276;T; ; ; ; ;10;40,55976945;-3,61145473
260;261;4_119;20240628;4;119;REPUBLICA ARGENTINA;I;119;617; ;93;312;U;28;79;7901;790101;03070;Calle;de;Joaquín Costa;N;24; ; ;28002;5;8;51;T0795857;0790101371;;1;A;1;079-05-096;96; ;559-2;2;3;19990405;19930701; ;442098;4477448;N; ; ; ; ;6;40,44379457;-3,68406187
261;262;4_155;20240628;4;155;NUEVOS MINISTERIOS;I;120;801; ;90;71;U;28;79;7901;790101;01213;Paseo;de la;Castellana;N;65; ; ;28046;6;29;62;T0795322;0790101267;1;6;A;1;079-06-120;120; ;559-1;2;3;20021120;20020101; ;441392;4477760;T; ; ; ; ;6, 8, 10;40,44655267;-3,69240559
262;263;4_81;20240628;4;81;VENTAS;I;28;508; ;93;367;U;28;79;7901;790101;00132;Calle;de;Alcalá;N;204; ; ;28028;4;71;44;T0797177;0790101391;;1;A;1;079-04-073;73; ;559-2;2;3;19990405;19930701; ;443822;4476002;N; ; ; ; ;2, 5;40,4308848;-3,66360584
263;264;4_1;20240628;4;1;PLAZA DE CASTILLA;I;1;101; ;90;21;U;28;79;7901;790101;01213;Paseo;de la;Castellana;N;189; ; ;28046;6;76;64;T0793027;0790101119;1;1;A;1;079-06-109;109; ;559-1;2;3;19990405;19930701; ;441684;4480016;P; ; ; ; ;1, 9, 10;40,46689604;-3,68916959
264;265;4_164;20240628;4;164;PLAZA DE CASTILLA;I;1;904; ;90;21;U;28;79;7901;790101;01213;Paseo;de la;Castellana;N;189; ; ;28046;5;88;56;T0793028;0790101119;1;1;A;1;079-05-085;85; ;559-1;2;3;19990405;19930701; ;441688;4480016;P; ; ; ; ;1, 9, 10;40,46689629;-3,68912665
265;266;4_190;20240628;4;190;PLAZA DE CASTILLA;I;1;1004; ;90;21;U;28;79;7901;790101;01213;Paseo;de la;Castellana;N;216; ; ;28046;5;88;56;T0793028;0790101119;1;1;A;1;079-05-085;85; ;559-1;2;3;19990405;19980101; ;441692;4480016;P; ; ; ; ;1, 9, 10;40,46689654;-3,6890861
266;267;4_271;20240628;4;271;VILLAVERDE BAJO CRUCE;I;271;355; ;91;38;U;28;79;7901;790101;00345;Avda;de;Andalucía;N;38; ; ;28021;17;66;174;T07915790;0790101839;3;4;A;2;079-17-481;481; ;559-3;2;3;20070420;20070101; ;441289;4467142;T; ; ; ; ;3;40,35089476;-3,69264894
267;268;4_182;20240628;4;182;PUERTA DE ARGANDA;I;182;922; ;91;39;U;28;79;7901;790101;08410;Calle;de;San Cipriano;N;85; ; ;28032;19;47;191;T07910783;0790101895;4;3;A;2;079-19-531;531; ;559-4;2;3;19990405;19930701; ;449536;4472679;T; ; ; ; ;9;40,40131578;-3,5959753
268;269;4_189;20240628;4;189;CHAMARTIN;I;261;1003; ;90;25;U;28;79;7901;790101;00073;Calle;de;Agustín de Foxá;N;40; ; ;28036;5;94;56;T0791996;0790101150;1;1;A;1;079-05-086;86; ;559-2;2;3;19990405;19980101; ;442247;4480589;T; ; ; ; ;1, 10;40,47210313;-3,68259088
269;270;4_188;20240628;4;188;BEGOÑA;I;188;1002; ;92;28;U;28;79;7901;790101;01213;Paseo;de la;Castellana;N;261; ; ;28046;8;103;85;T0791468;0790101090;1;7;A;2;079-08-195;195; ;559-2;2;3;19990405;19980101; ;441978;4481514;N; ; ; ; ;10;40,48041293;-3,6858497
270;271;4_158;20240628;4;158;FERIA DE MADRID;I;158;805; ;92;162;U;28;79;7901;790101;11886;Avda;del;Partenón;N;5; ; ;28042;21;29;215;T0792560;0790101902;;2;A;2;079-21-578;578; ;559-2;2;3;19990405;19980101; ;447868;4479637;T; ; ; ; ;8;40,46389315;-3,61620468
271;272;4_261;20240628;4;261;CHAMARTIN;I;261;151; ;90;25;U;28;79;7901;790101;00073;Calle;de;Agustín de Foxá;N;40; ; ;28036;5;94;56;T0791996;0790101150;1;1;A;1;079-05-086;86; ;559-2;2;3;20070328;20070101; ;442247;4480581;T; ; ; ; ;1, 10;40,47202685;-3,68259011
272;273;4_180;20240628;4;180;VICALVARO;I;180;920; ;93;26;U;28;79;7901;790101;08410;Calle;de;San Cipriano;N;11; ; ;28032;19;3;191;T07910681;0790101889;4;3;A;2;079-19-526;526; ;559-4;2;3;19990405;19930701; ;448445;4473009;T; ; ; ; ;9;40,40421592;-3,60885883
273;274;4_28;20240628;4;28;VENTAS;I;28;201; ;93;367;U;28;79;7901;790101;00132;Calle;de;Alcalá;N;204; ; ;28028;4;71;44;T0797177;0790101391;;1;A;1;079-04-073;73; ;559-2;2;3;19990405;19930701; ;443817;4476002;N; ; ; ; ;2, 5;40,4308845;-3,66365887
274;275;4_221;20240628;4;221;FUENLABRADA CENTRAL;I;221;1214; ;92;91;U;28;58;5801;580102;10266;Calle;de la;Vía;SN;SN; ; ;28944;4;1;;T058531;0580102008;7;4;B2;3;058-024;699; ;582-1;2;3;20030120;20030101; ;432197;4459646;T; ; ; ; ;12;40,28267578;-3,7989069
275;276;4_99;20240628;4;99;EUGENIA DE MONTIJO;S;99;526; ;93;213;U;28;79;7901;790101;99999;Calle;de;Ocaña;N;86; ; ;28047;11;1;111;T07911026;0790101A01;;4;A;2;079-11-298;298; ; ;2;3;20020304;19980101; ;436347;4470900;T; ; ; ; ;5;40,3843858;-3,75121118
276;277;4_323;20240628;4;323;ALSACIA;I;323;253; ;91;99;U;28;79;7901;790101;99999;Plaza;de;Alsacia;N;S/N; ; ;28037;20;43;204;T0798903;0790101486;4;1;A;1;079-20-567;567; ;559-2;2;3;20110318;20110316; ;447213;4474579;T; ; ; ; ;2;40,4182927;-3,623506
277;278;4_326;20240628;4;326;MIRASIERRA;I;326;951; ;93;275;U;28;79;7901;790101;11964;Avda;del;Ventisquero de la Condesa;N;28; ; ;28035;8;155;87;T079962; ;;7;A;1;079-08-159;159; ;559-1;2;3;20110329;20110328; ;439402;4482720;T; ; ; ; ;9;40,49109779;-3,71634448
278;279;4_305;20240628;4;305;LA FORTUNA;I;305;1107; ;93;245;U;28;74;7401;740101;A0445;Calle; ;San José;N;40; ; ;28917;6;3;;T07421;0740101001;;4;B1;3;074-001;740; ;559-3;1;3;20101013;20101005; ;434062;4467986;T; ; ; ; ;11;40,35795313;-3,77782585
279;280;4_322;20240628;4;322;LA ALMUDENA;I;322;252; ;93;243;U;28;79;7901;790101;00587;Calle;de;Arriaga;N;75; ; ;28017;15;65;152;T0798475;0790101449;;1;A;1;079-15-424;424; ;559-2;2;3;20110318;20110316; ;445891;4475180;T; ; ; ; ;2;40,42361329;-3,63914233
280;281;4_174;20240628;4;174;SAINZ DE BARANDA;I;114;914; ;93;324;U;28;79;7901;790101;01736;Calle;del;Doctor Esquerdo;N;103; ; ;28007;3;81;36;T0799211;0790101681;;3;A;1;079-03-056;56; ;559-4;2;3;19990405;19930701; ;443307;4474246;T; ; ; ; ;6, 9;40,4150285;-3,66951374
281;282;4_114;20240628;4;114;SAINZ DE BARANDA;I;114;612; ;93;324;U;28;79;7901;790101;01736;Calle;del;Doctor Esquerdo;N;103; ; ;28007;3;81;36;T0799211;0790101681;;3;A;1;079-03-056;56; ;559-4;2;3;19990405;19930701; ;443307;4474250;T; ; ; ; ;6, 9;40,41506854;-3,66951414
282;283;4_93;20240628;4;93;PIRAMIDES;I;93;520; ;92;85;U;28;79;7901;790101;11748;Paseo;del;Doctor Vallejo Nágera;N;37; ; ;28005;2;87;22;T07910733;0790101569;1;4;A;1;079-02-027;27; ;559-3;2;3;19990405;19930701; ;439744;4472894;T; ; ; ; ;5;40,40259817;-3,71137712
283;284;4_154;20240628;4;154;PITIS;I;154;723; ;93;86;U;28;79;7901;790199;45576;Ctra;a la;Estación de Pitis;N;19; ; ;28035;8;139;87;T079764;0790199999;2;7;A;2;079-08-158;158; ;559-1;2;3;19990430;19930701; ;438597;4483172;T; ; ; ; ;7;40,49510584;-3,72589123
284;285;4_235;20240628;4;235;LEGANES CENTRAL;I;235;1229; ;92;88;U;28;74;7402;740201;A0521;Calle; ;Virgen del Camino;N;1; ; ;28913;1;20;;T0741000;0740201013;7;4;B1;3;074-012;751; ;582-1;2;3;20030120;20030101; ;434568;4464765;T; ; ; ; ;12;40,32898523;-3,771537
285;286;4_211;20240628;4;211;ALCORCON CENTRAL;I;211;1203; ;92;89;U;28;7;701;70101;A0045;Avda;de;Móstoles;N;12; ; ;28922;1;2;;T007295;0070101028;7;5;B1;3;007-014;657; ;559-3;2;3;20030120;20030101; ;429472;4467153;T; ; ; ; ;12;40,35008434;-3,83177862
286;287;4_214;20240628;4;214;MOSTOLES CENTRAL;I;214;1206; ;92;90;U;28;92;9201;920101;A0126;Paseo;de la;Estación;N;13; ; ;28933;2;11;;T092228;0920101027;7;5;B2;3;092-009;787; ;581-2;2;3;20030120;20030101; ;426752;4464784;T; ; ; ; ;12;40,32850022;-3,86354218
287;288;4_228;20240628;4;228;EL CASAR;I;228;1222; ;92;93;U;28;65;6503;650301;A0161;Avda;del;Casar;N;2; ; ;28903;2;20;;T065211;0650301045;7;4;B1;3;065-005;709; ;582-1;2;3;20030120;20030101; ;439799;4463572;T; ; ; ; ;12;40,31862316;-3,70985404
288;289;4_103;20240628;4;103;CASA DE CAMPO;I;103;530; ;91;42;U;28;79;7901;790101;40759;Ctra;del;Zoo;N;1; ; ;28011;9;2;91;T07910057;0790101531;3;6;A;2;079-09-224;224; ;559-3;2;3;20021120;20020901; ;435533;4473000;T; ; ; ; ;5, 10;40,40324227;-3,76101367
289;290;4_201;20240628;4;201;CASA DE CAMPO;I;103;1015; ;91;42;U;28;79;7901;790101;99999;Paseo;de la;Venta;N;SN; ; ;28011;9;2;91;T07910057;0790101531;3;6;A;2;079-09-224;224; ;559-3;2;3;19990405;20021022; ;435533;4472996;T; ; ; ; ;5, 10;40,40320795;-3,76101328
